0.0307036807,0.0057303363,0.0042891635
0.0299855365,-0.0012792794,0.0047672642
0.021149715,-0.0055190111,0.0068166355
0.0702772817,-0.0029721033,0.0074264801
0.1288665803,0.0041702669,0.0126174497
0.1613232947,-0.0025724164,0.0215437068
0.2301787816,-0.0028025402,-0.015632411
0.2833394676,-0.0245530122,-0.0224743622
0.2538070791,-0.022606124,-0.010392616
0.3218212884,-0.0253652045,-0.0167604994
0.3607273404,-0.0264969394,-0.0164631798
0.3885771385,-0.018336589,0.0127092755
0.4577047565,-0.0134450529,0.0161776043
0.4336831384,-0.0047314633,0.012217944
0.4542929356,0.0030095734,0.013351884
0.5066907146,0.0117936273,0.0108559004
0.5203780347,0.0087922971,0.0060283148
0.5567494301,0.004871155,0.0102558644
0.5946321571,0.0023436667,0.0119257539
0.6224991068,0.0019687574,0.0123312685
0.6047602988,0.0011718172,0.0110755965
0.6741262296,0.0071675032,0.0155017822
0.7159512451,0.0090580001,0.0072921479
0.8077507026,0.0141108464,0.0171408588
0.81,-0.505,-0.3823601619
0.846,-0.52,-0.3823601619
0.8818888889,-0.5342222222,-0.3802478356
0.9176666667,-0.5476666667,-0.376023183
0.9533333333,-0.5603333333,-0.3696862041
0.9888888889,-0.5722222222,-0.3612368988
1.0243333333,-0.5833333333,-0.3506752672
1.0596666667,-0.5936666667,-0.3380013094
1.0948888889,-0.6032222222,-0.3232150252
1.13,-0.612,-0.3063164147
1.165,-0.62,-0.2873054779
1.2,-0.628,-0.268294541
1.2347777778,-0.6356666667,-0.2504045849
1.2693333333,-0.643,-0.2336356094
1.3036666667,-0.65,-0.2179876145
1.3377777778,-0.6566666667,-0.2034606003
1.3716666667,-0.663,-0.1900545667
1.4053333333,-0.669,-0.1777695138
1.4387777778,-0.6746666667,-0.1666054415
1.472,-0.68,-0.1565623499
1.505,-0.685,-0.1476402389
1.538,-0.69,-0.1387181279
1.5711111111,-0.6951111111,-0.1309661871
1.6043333333,-0.7003333333,-0.1243844163
1.6376666667,-0.7056666667,-0.1189728158
1.6711111111,-0.7111111111,-0.1147313853
1.7046666667,-0.7166666667,-0.111660125
1.7383333333,-0.7223333333,-0.1097590348
1.7721111111,-0.7281111111,-0.1090281148
1.806,-0.734,-0.1094673649
1.84,-0.74,-0.1110767851
1.874,-0.746,-0.1126862053
1.9075555556,-0.7515555556,-0.1134198663
1.9406666667,-0.7566666667,-0.113277768
1.9733333333,-0.7613333333,-0.1122599105
2.0055555556,-0.7655555556,-0.1103662937
2.0373333333,-0.7693333333,-0.1075969177
2.0686666667,-0.7726666667,-0.1039517824
2.0995555556,-0.7755555556,-0.0994308879
2.13,-0.778,-0.0940342341
2.16,-0.78,-0.087761821
2.19,-0.782,-0.081489408
2.22,-0.7837777778,-0.0753695327
2.25,-0.7853333333,-0.0694021951
2.28,-0.7866666667,-0.0635873954
2.31,-0.7877777778,-0.0579251333
2.34,-0.7886666667,-0.0524154091
2.37,-0.7893333333,-0.0470582225
2.4,-0.7897777778,-0.0418535738
2.43,-0.79,-0.0368014628
2.46,-0.79,-0.0319018895
2.49,-0.79,-0.0270023162
2.5204444444,-0.7898888889,-0.0223707956
2.5513333333,-0.7896666667,-0.0180073275
2.5826666667,-0.7893333333,-0.013911912
2.6144444444,-0.7888888889,-0.0100845491
2.6466666667,-0.7883333333,-0.0065252389
2.6793333333,-0.7876666667,-0.0032339812
2.7124444444,-0.7868888889,-0.0002107761
2.746,-0.786,0.0025443764
2.78,-0.785,0.0050314763
2.814,-0.784,0.0075185762
2.8482222222,-0.7827777778,0.0100446584
2.8826666667,-0.7813333333,0.012609723
2.9173333333,-0.7796666667,0.01521377
2.9522222222,-0.7777777778,0.0178567993
2.9873333333,-0.7756666667,0.020538811
3.0226666667,-0.7733333333,0.023259805
3.0582222222,-0.7707777778,0.0260197814
3.094,-0.768,0.0288187401
3.13,-0.765,0.0316566812
3.166,-0.762,0.0344946223
3.2018888889,-0.7584444444,0.0384329484
3.2376666667,-0.7543333333,0.0434716596
3.2733333333,-0.7496666667,0.0496107559
3.3088888889,-0.7444444444,0.0568502372
3.3443333333,-0.7386666667,0.0651901036
3.3796666667,-0.7323333333,0.074630355
3.4148888889,-0.7254444444,0.0851709915
3.45,-0.718,0.096812013
3.485,-0.71,0.1095534196
3.52,-0.702,0.1222948262
3.5552222222,-0.694,0.1337979209
3.5906666667,-0.686,0.1440627037
3.6263333333,-0.678,0.1530891747
3.6622222222,-0.67,0.1608773338
3.6983333333,-0.662,0.167427181
3.7346666667,-0.654,0.1727387163
3.7712222222,-0.646,0.1768119398
3.808,-0.638,0.1796468514
3.845,-0.63,0.1812434511
3.882,-0.622,0.1828400508
3.9185555556,-0.614,0.1847451815
3.9546666667,-0.606,0.1869588433
3.9903333333,-0.598,0.1894810361
4.0255555556,-0.59,0.1923117599
4.0603333333,-0.582,0.1954510147
4.0946666667,-0.574,0.1988988006
4.1285555556,-0.566,0.2026551174
4.162,-0.558,0.2067199653
4.195,-0.55,0.2110933442
4.228,-0.542,0.2154667232
4.2611111111,-0.5337777778,0.2197928279
4.2943333333,-0.5253333333,0.2240716584
4.3276666667,-0.5166666667,0.2283032148
4.3611111111,-0.5077777778,0.2324874969
4.3946666667,-0.4986666667,0.2366245049
4.4283333333,-0.4893333333,0.2407142386
4.4621111111,-0.4797777778,0.2447566982
4.496,-0.47,0.2487518836
4.53,-0.46,0.2526997948
4.564,-0.45,0.256647706
4.598,-0.441,0.2578853006
4.632,-0.433,0.2564125785
4.666,-0.426,0.2522295398
4.7,-0.42,0.2453361845
4.734,-0.415,0.2357325125
4.768,-0.411,0.2234185239
4.802,-0.408,0.2083942187
4.836,-0.406,0.1906595969
4.87,-0.405,0.1702146584
4.904,-0.404,0.1497697199
4.9377777778,-0.4037777778,0.1292326683
4.9713333333,-0.4043333333,0.1086035036
5.0046666667,-0.4056666667,0.0878822258
5.0377777778,-0.4077777778,0.0670688349
5.0706666667,-0.4106666667,0.0461633308
5.1033333333,-0.4143333333,0.0251657137
5.1357777778,-0.4187777778,0.0040759835
5.168,-0.424,-0.0171058599
5.2,-0.43,-0.0383798163
5.232,-0.436,-0.0596537728
5.2637777778,-0.442,-0.0787413562
5.2953333333,-0.448,-0.0956425667
5.3266666667,-0.454,-0.1103574043
5.3577777778,-0.46,-0.1228858688
5.3886666667,-0.466,-0.1332279604
5.4193333333,-0.472,-0.1413836791
5.4497777778,-0.478,-0.1473530247
5.48,-0.484,-0.1511359974
5.51,-0.49,-0.1527325971
5.54,-0.496,-0.1543291968
5.5704444444,-0.5022222222,-0.1567787246
5.6013333333,-0.5086666667,-0.1600811804
5.6326666667,-0.5153333333,-0.1642365643
5.6644444444,-0.5222222222,-0.1692448762
5.6966666667,-0.5293333333,-0.1751061162
5.7293333333,-0.5366666667,-0.1818202842
5.7624444444,-0.5442222222,-0.1893873803
5.796,-0.552,-0.1978074044
5.83,-0.56,-0.2070803566
5.864,-0.568,-0.2163533088
5.8974444444,-0.5764444444,-0.2258553312
5.9303333333,-0.5853333333,-0.2355864239
5.9626666667,-0.5946666667,-0.2455465868
5.9944444444,-0.6044444444,-0.2557358199
6.0256666667,-0.6146666667,-0.2661541233
6.0563333333,-0.6253333333,-0.2768014969
6.0864444444,-0.6364444444,-0.2876779408
6.116,-0.648,-0.2987834549
6.145,-0.66,-0.3101180392
6.174,-0.672,-0.3214526236
6.2028888889,-0.6833333333,-0.3299711511
6.2316666667,-0.694,-0.3356736217
6.2603333333,-0.704,-0.3385600355
6.2888888889,-0.7133333333,-0.3386303924
6.3173333333,-0.722,-0.3358846924
6.3456666667,-0.73,-0.3303229356
6.3738888889,-0.7373333333,-0.3219451219
6.402,-0.744,-0.3107512514
6.43,-0.75,-0.296741324
6.458,-0.756,-0.2827313966
6.4863333333,-0.7613333333,-0.2682564541
6.515,-0.766,-0.2533164966
6.544,-0.77,-0.2379115239
6.5733333333,-0.7733333333,-0.2220415362
6.603,-0.776,-0.2057065333
6.633,-0.778,-0.1889065154
6.6633333333,-0.7793333333,-0.1716414824
6.694,-0.78,-0.1539114344
6.725,-0.78,-0.1357163712
6.756,-0.78,-0.1175213081
6.7872222222,-0.78,-0.1011705186
6.8186666667,-0.78,-0.0866640029
6.8503333333,-0.78,-0.0740017609
6.8822222222,-0.78,-0.0631837926
6.9143333333,-0.78,-0.054210098
6.9466666667,-0.78,-0.0470806771
6.9792222222,-0.78,-0.04179553
7.012,-0.78,-0.0383546566
7.045,-0.78,-0.0367580568
7.078,-0.78,-0.0351614571
7.1108888889,-0.7795555556,-0.0325885994
7.1436666667,-0.7786666667,-0.0290394835
7.1763333333,-0.7773333333,-0.0245141096
7.2088888889,-0.7755555556,-0.0190124776
7.2413333333,-0.7733333333,-0.0125345876
7.2736666667,-0.7706666667,-0.0050804395
7.3058888889,-0.7675555556,0.0033499666
7.338,-0.764,0.0127566309
7.37,-0.76,0.0231395531
7.402,-0.756,0.0335224754
7.434,-0.7517777778,0.0438405337
7.466,-0.7473333333,0.0540937281
7.498,-0.7426666667,0.0642820584
7.53,-0.7377777778,0.0744055248
7.562,-0.7326666667,0.0844641273
7.594,-0.7273333333,0.0944578657
7.626,-0.7217777778,0.1043867402
7.658,-0.716,0.1142507507
7.69,-0.71,0.1240498972
7.722,-0.704,0.1338490437
7.7538888889,-0.698,0.1426110665
7.7856666667,-0.692,0.1503359654
7.8173333333,-0.686,0.1570237406
7.8488888889,-0.68,0.162674392
7.8803333333,-0.674,0.1672879196
7.9116666667,-0.668,0.1708643234
7.9428888889,-0.662,0.1734036034
7.974,-0.656,0.1749057596
8.005,-0.65,0.1753707921
8.036,-0.644,0.1758358246
8.0665555556,-0.638,0.1765172393
8.0966666667,-0.632,0.1774150364
8.1263333333,-0.626,0.1785292159
8.1555555556,-0.62,0.1798597776
8.1843333333,-0.614,0.1814067217
8.2126666667,-0.608,0.1831700481
8.2405555556,-0.602,0.1851497568
8.268,-0.596,0.1873458479
8.295,-0.59,0.1897583212
8.322,-0.584,0.1921707946
8.3491111111,-0.5775555556,0.195581972
8.3763333333,-0.5706666667,0.1999918533
8.4036666667,-0.5633333333,0.2054004387
8.4311111111,-0.5555555556,0.211807728
8.4586666667,-0.5473333333,0.2192137213
8.4863333333,-0.5386666667,0.2276184186
8.5141111111,-0.5295555556,0.2370218199
8.542,-0.52,0.2474239252
8.57,-0.51,0.2588247345
8.598,-0.5,0.2702255437
8.6256666667,-0.4903333333,0.2797503354
8.653,-0.481,0.2873991095
8.68,-0.472,0.293171866
8.7066666667,-0.4633333333,0.297068605
8.733,-0.455,0.2990893263
8.759,-0.447,0.29923403
8.7846666667,-0.4393333333,0.2975027162
8.81,-0.432,0.2938953848
8.835,-0.425,0.2884120357
8.86,-0.418,0.2829286867
8.885,-0.411,0.2780545987
8.91,-0.404,0.2737897717
8.935,-0.397,0.2701342057
8.96,-0.39,0.2670879006
8.985,-0.383,0.2646508566
9.01,-0.376,0.2628230736
9.035,-0.369,0.2616045516
9.06,-0.362,0.2609952906
9.085,-0.355,0.2609952906
9.11,-0.348,0.2609952906
9.1347777778,-0.341,0.2611726906
9.1593333333,-0.334,0.2615274905
9.1836666667,-0.327,0.2620596904
9.2077777778,-0.32,0.2627692903
9.2316666667,-0.313,0.2636562901
9.2553333333,-0.306,0.2647206899
9.2787777778,-0.299,0.2659624897
9.302,-0.292,0.2673816895
9.325,-0.285,0.2689782892
9.348,-0.278,0.2705748889
9.371,-0.271,0.2719940886
9.394,-0.264,0.2732358884
9.417,-0.257,0.2743002882
9.44,-0.25,0.2751872881
