Fastest lap time,Lap times,Top Speed,Number_Collisions,Number_laps
26.942821979522705,28.24701499938965,6.124334944452379,0,10
,27.372727870941162,,,
,27.901562929153442,,,
,27.416052103042603,,,
,27.165290117263794,,,
,28.087756872177124,,,
,27.456423044204712,,,
,27.416649103164673,,,
,27.036937952041626,,,
,26.942821979522705,,,
