,x,y,theta
209,-2.17928160926881,9.120401218676491,-3.0945791693936973
210,-2.2074831235129384,9.098142654982734,-3.1220274034694886
211,-2.2568008573849743,9.093951414521024,-3.1297427680007464
212,-2.256780768938655,9.09293196850606,-3.128582116787388
213,-2.318910072410151,9.095036289806856,-3.0995421002966412
214,-2.396022347540528,9.076189950533019,-3.1229114526264072
215,-2.4365875406585635,9.100813294374827,-3.1343264937692235
216,-2.476389700151494,9.11770214198597,-3.1373436737421785
217,-2.4737419295480594,9.11576099556495,3.12547343893984
218,-2.53234870201801,9.111105539224544,3.124945743527767
219,-2.6047006553661034,9.111487367898118,3.1290895827066794
220,-2.6998629384736685,9.113256215768432,3.1295998782779946
221,-2.765811710852374,9.126686088318342,-3.131267448405629
222,-2.8047169494546336,9.13510783020934,3.1358000564379878
223,-2.8394012598703497,9.12325557149587,3.128722761317046
224,-2.905967219539745,9.104864459227441,3.1219835875600324
225,-2.985108719911593,9.129199817530612,-3.1350097229119402
226,-3.032808542905309,9.143369987573,-3.128349948403802
227,-3.0934676234822547,9.139584647720037,-3.123963856733096
228,-3.159246889422095,9.127133598224196,-3.1213138565149032
229,-3.1950759712035897,9.10494545285588,-3.1196505117782207
230,-3.253871126900723,9.097146279515389,-3.125897278677411
231,-3.3425201917009852,9.08705458836898,-3.126084938814021
232,-3.4283143967949137,9.071319846521712,-3.125259328927446
233,-3.4888688858267476,9.061666142507939,-3.1283445862428314
234,-3.5862189737890824,9.042057189406965,-3.1260385349747444
235,-3.608343413830376,9.0412685232316,-3.132317362604089
236,-3.6655953433537074,9.044129433573557,-3.13176438753925
237,-3.743171481267771,9.028133357189681,-3.128351078927851
238,-3.8031243935134067,9.011343945180213,-3.131077813197533
239,-3.8548271779822474,9.005592277053438,-3.1330258757074394
240,-3.876775269441391,9.005960360865084,-3.1227251863988132
241,-3.9087146803732624,9.00913945062386,-3.122335525404462
242,-3.94940983934846,9.017084240557853,-3.119335870299998
243,-4.028917219071941,9.024195497047558,-3.115275600985353
244,-4.11472223000453,9.062199985634768,3.1305474379870772
245,-4.136447520852538,9.095035883433498,3.141430637372645
246,-4.1598607630144695,9.121596124232253,-3.1305562394697404
247,-4.201959971819358,9.121220237741467,-3.1236407916407103
248,-4.226212590035716,9.116592390735157,-3.12222624914293
249,-4.274447776438449,9.10626970657776,-3.119376255377741
250,-4.339730630106251,9.097503363749343,-3.1209846373864036
251,-4.367519272375499,9.09679193584751,-3.1256657871504387
252,-4.368854970550785,9.102444625342077,-3.1239466997103578
253,-4.38582615982925,9.104067538337283,-3.1248453816110806
254,-4.432868926702229,9.10505401030884,-3.124817741994784
255,-4.4388659387995775,9.10764051573836,-3.1243415795439855
256,-4.466921448766817,9.11702919444559,-3.1263679302601837
257,-4.498242984643284,9.122184638016401,-3.125797997157358
258,-4.559201878862274,9.12103117577162,-3.1232860039709607
259,-4.600589776638304,9.128060825584116,-3.124290592334421
260,-4.592661508811469,9.132881055079377,-3.127184480282207
261,-4.673211360063981,9.132909837867619,-3.136180593526172
262,-4.7242346133275195,9.126257475974365,3.1317005568291303
263,-4.741220011187742,9.112962472116955,3.1361019846883837
264,-4.784684436855871,9.10334408462771,3.126206767419672
265,-4.832971760213124,9.09905449461295,3.124954286992803
266,-4.9293191528667615,9.099902581320098,3.121461653494071
267,-5.028118842340493,9.103353611030162,3.1200128295300806
268,-5.095341314594494,9.112971381830203,3.120627680038955
269,-5.180893823257703,9.124173856137393,3.120759029284105
270,-5.239866225097963,9.133041782426115,3.124602727912135
271,-5.315933762954828,9.135134933112953,3.126472779076255
272,-5.398095370355846,9.142116356805726,3.1342340813063667
273,-5.428549808204383,9.139930266352668,3.1330551820506716
274,-5.459269862089155,9.134450451146925,3.1342277895206467
275,-5.485389417044401,9.132327164636227,3.13391855457365
276,-5.557898605289739,9.129336039034467,3.134977222530306
277,-5.636411859593773,9.127789502803324,3.1380867953051292
278,-5.666684270918798,9.127222789520475,3.136920170151354
279,-5.691916335897889,9.1213536364287,3.135639430101976
280,-5.7160781379099355,9.117836186970354,3.13526499021947
281,-5.773735057343499,9.11667214107742,3.139893795568152
282,-5.848672982611531,9.116840067452015,-3.140210032780683
283,-5.9186063809409175,9.1233431524977,-3.1308808159054076
284,-5.991464606840036,9.13052106095474,-3.1247394628306044
285,-6.044040428245445,9.122810233277631,-3.1257142676042218
286,-6.081977167621751,9.115630752979957,-3.125371768150196
287,-6.117356050192015,9.113949146263082,-3.126903108438836
288,-6.191360641335937,9.115188116421827,-3.1265345633017874
289,-6.255775280853889,9.121405038185216,-3.129113576253087
290,-6.290726767667425,9.117338169240053,3.129228333404297
291,-6.330503666226819,9.115405342152421,3.1272707244564457
292,-6.3715011087157105,9.113178320893633,3.1271234350919044
293,-6.448973372390864,9.10587319612688,3.123690794613825
294,-6.516172960791928,9.110779805999254,3.1238919853780316
295,-6.568666126506971,9.104819306060131,3.12581333229669
296,-6.600289939797607,9.096381965049897,3.1228133277442107
297,-6.636394593118996,9.090376576803122,3.12027873656061
298,-6.66767891989261,9.085736378148244,3.11864315207009
299,-6.739183829152868,9.085926158627146,3.117662506738927
300,-6.8253240385083025,9.084321824447,3.113999564353415
301,-6.906868621640851,9.079736683671666,3.11932017874577
302,-6.9786306640262055,9.074918212052298,3.1198129319738253
303,-7.023858552830412,9.068746632221371,3.1286803127929885
304,-7.0622174779080735,9.067770659248172,3.1256033829165193
305,-7.10199544293938,9.079914350501987,3.1373323607726187
306,-7.177103533024446,9.094169594558297,-3.13311217606519
307,-7.26657730418267,9.085946654417683,-3.120743077054228
308,-7.317131392154775,9.090135301233566,-3.1203746327100905
309,-7.362747903660957,9.082071611883737,-3.1144529789390316
310,-7.412212871497145,9.091637180302122,-3.1093437806387167
311,-7.488731749056957,9.091189263663562,-3.111163946593118
312,-7.550294668009417,9.105454451931054,-3.127707486173315
313,-7.588725229992114,9.123356029367667,-3.1168790966670277
314,-7.665314474016459,9.11837308296995,-3.1038602551836867
315,-7.743231030939501,9.10947909944701,-3.1043020235341214
316,-7.8092836731503095,9.104411718420646,-3.0991604670734136
317,-7.874201786817409,9.098061163205932,-3.096909073389079
318,-7.938295003223822,9.08899974245788,-3.095613979567782
319,-7.978530673405416,9.084453771890573,-3.095252213493119
320,-8.010593771317854,9.074515316862177,-3.0947338734857146
321,-8.052503917712215,9.068378104964738,-3.093776849870881
322,-8.134757241020425,9.081962652636827,-3.104061359680833
323,-8.203095249465528,9.080985270459886,-3.1363344477308623
324,-8.241536697012869,9.079076743031644,-3.130732521834364
325,-8.2983527246086,9.07965193427359,-3.127805983590648
326,-8.348475535945841,9.080961701254179,-3.1227255356457073
327,-8.42051197318124,9.08290610861791,-3.1220457779357726
328,-8.525041513144943,9.088211874073968,-3.1048266497668946
329,-8.62211347733127,9.084628698930278,-3.102685590790988
330,-8.681383995169556,9.088027442188425,-3.0972815243457634
331,-8.761452186897312,9.095986814794877,-3.113067986751148
332,-8.7988745884124,9.085810374019037,3.138848087803653
333,-8.87172423215285,9.10424871366649,-3.124805301907591
334,-8.89849729485948,9.112844316077137,-3.117288948749288
335,-8.924822287303419,9.119825934820875,-3.1153674857574676
336,-8.954203468394429,9.121203632140576,-3.108809971812548
337,-9.022795023743608,9.117772747104178,-3.1059188030278975
338,-9.08620360791272,9.116247877346593,-3.103370366828511
339,-9.112301445507242,9.114715803411562,-3.1051541184812392
340,-9.143203477830522,9.110402756029904,-3.1014885110776502
341,-9.172525725258286,9.10833926341641,-3.1038325325028024
342,-9.240656291134556,9.10210201111425,-3.1020018177801547
343,-9.287780888769856,9.09791075539811,-3.1011207057849233
344,-9.379495375764305,9.096600170969799,-3.1116528786658417
345,-9.409528656745518,9.091664076728012,-3.087572121099447
346,-9.463659902480133,9.084435662657844,-3.1085123608987955
347,-9.503377731062045,9.079498069613557,-3.110465932966638
348,-9.587887636889073,9.078960472625518,-3.115441411999991
349,-9.671171079459322,9.076016218046654,-3.1311108483111885
350,-9.74611053858998,9.079273120336573,-3.1305711384643
351,-9.78464048436165,9.07861129772325,-3.1320258920060415
352,-9.814428163786944,9.07628176771562,-3.1284512351158686
353,-9.875121957128975,9.06466751063732,3.1277171904071692
354,-9.956569959588204,9.062603000838013,3.1296165787446397
355,-10.03875416492097,9.062089511576264,3.13325158214595
356,-10.08031399703049,9.063318258943642,3.133380736554659
357,-10.124426084438648,9.062774292703773,3.1351636679873223
358,-10.15224042901948,9.061437939031652,3.1383362753833217
359,-10.218905153093694,9.05932749549725,3.1386301405952
360,-10.272225721886688,9.061074490658987,-3.1411376399061592
361,-10.302710106667341,9.061525382202023,3.1398399513862922
362,-10.323236956531405,9.059254855579855,-3.1397852277837877
363,-10.347295178605249,9.05757439555675,-3.140443930848346
364,-10.418109508104642,9.056712483805594,-3.1384927546049872
365,-10.529883729640137,9.052819487259212,-3.1338965823547684
366,-10.63228601657777,9.050950278547113,-3.130794633903444
367,-10.703130060509936,9.052325475395833,-3.126464033034201
368,-10.74847007797829,9.059574840196793,-3.121704513222084
369,-10.817420053420214,9.063729538429945,-3.112111633400341
370,-10.852292293777777,9.063973404460155,-3.109080509672724
371,-10.878443387389522,9.063734901146626,-3.1066761420259446
372,-10.909733719226587,9.060196182556387,-3.108555354453672
373,-10.974324178014943,9.056806100277488,-3.101394810717922
374,-11.021494521425078,9.055798945006474,-3.1010252253316906
375,-11.065301721231727,9.055913891251084,-3.137449519688807
376,-11.094351402346753,9.059084709971641,-3.132773390815627
377,-11.132974133375956,9.05851322964345,-3.1329865366372847
378,-11.233008605901738,9.05456400473785,-3.0971192426937777
379,-11.325624576992691,9.044502423767103,-3.124277878530493
380,-11.375558801362098,9.037368594787585,-3.1331519338735663
381,-11.409471452790328,9.038617041507718,-3.129029456580723
382,-11.441369772948534,9.039483057975525,3.089604800979231
383,-11.537919919022983,9.050618937554464,3.1354883717043847
384,-11.610061483879477,9.05450311813521,-3.13792842789548
385,-11.668893436384295,9.062033154517774,-3.126232734615629
386,-11.70898002206265,9.067788786518005,3.1303738914329204
387,-11.730611537380113,9.072297847590685,3.1349186177410817
388,-11.760444767222458,9.073894769207943,3.1301422421048257
389,-11.840540331812978,9.082335101943421,3.1098778944808454
390,-11.89824001546655,9.089645788800315,3.1199343797777543
391,-11.925803876261712,9.088572958142862,-3.1257675176650364
392,-11.94587493398915,9.085723034426827,-3.1246958282192048
393,-11.985873198672529,9.075946197634735,-3.089571858597742
394,-11.982050244273974,9.07039719777109,-3.054238782047161
395,-11.977290705622835,9.068141341221182,-3.0589671397587694
396,-11.968882911772312,9.071308265735274,-3.129391940282192
397,-11.97120748891874,9.07444491433105,-3.131322035170403
398,-11.995668204244229,9.062780214715218,-3.105403725329831
399,-12.015116688087344,9.058131590843752,-3.1034277837096718
400,-12.021578065806631,9.055401242063928,-3.10419398839372
401,-12.025944015045361,9.05543855109426,-3.1019012548829825
402,-12.031238405791155,9.05649649751854,-3.100103874152826
403,-12.040509377197521,9.057196340563715,-3.0959054583169316
404,-12.067321766094866,9.048026605234847,-3.0699318770479853
405,-12.085889936437962,9.04169538020981,-3.068611843373941
406,-12.1249687093047,9.039243265487809,-3.035808875483599
407,-12.14954916049358,9.042483443783096,-3.026283427765089
408,-12.157353373786197,9.040552320178493,-3.0218233682929134
409,-12.15845290057653,9.043158401760559,-3.0220702071430994
410,-12.174756861222452,9.037548758481577,-2.999471029780784
411,-12.186028016243403,9.029606712383385,-2.995063537543999
412,-12.190843668788897,9.026708412050803,-2.9938780569537826
413,-12.195386699514223,9.029215059993364,-2.994636541003659
414,-12.197723788263348,9.029841291639402,-2.9923418350578945
415,-12.20899607656809,9.018613541247772,-2.943568912065429
416,-12.237025958188845,9.014858588210052,-2.9691975609247496
417,-12.25421907426804,9.010532638829687,-2.974717286667865
418,-12.264463168764973,9.008779834200212,-2.971393005139804
419,-12.288984487380612,8.995814937957544,-2.955960587988138
420,-12.298451121230686,8.984516826491397,-2.9589253867398795
421,-12.298704208063008,8.974804641425921,-2.962123588606036
422,-12.336250272631792,8.972564335382753,-2.9178792111383505
423,-12.334520050784576,8.959470454667027,-2.884745813184947
424,-12.331879317637423,8.950370323697834,-2.884532651844602
425,-12.329434937752461,8.943525701189786,-2.8872359109877443
426,-12.328624863174456,8.936754117483748,-2.8912896793071554
427,-12.329791543398102,8.934565571824887,-2.889055414954414
428,-12.362516223921821,8.945099891856733,-2.8918788474754624
429,-12.386825797205061,8.952421619104472,-2.892200887075548
430,-12.39441030908293,8.961422918175542,-2.8894648090234636
431,-12.415462290518132,8.958442821015774,-2.872399361366203
432,-12.424017403883775,8.955099912365046,-2.8752640892702632
433,-12.432593161292282,8.950179930931725,-2.8722821024515675
434,-12.4584035460662,8.940446334118276,-2.8593939265137385
435,-12.468923845499694,8.932714835125275,-2.8598532455898122
436,-12.488402297863042,8.931090987465076,-2.8177184174799397
437,-12.49376045433337,8.909529070654672,-2.79257315135348
438,-12.493126805145245,8.893066169208495,-2.794700044335111
439,-12.510834630178534,8.880835393212415,-2.77778404620258
440,-12.514574837900547,8.872706188339727,-2.775415341521327
441,-12.515982604494182,8.866641696304242,-2.7779191731246695
442,-12.515465669748451,8.85828559526727,-2.7812237019015003
443,-12.537231885501123,8.857760086188026,-2.7992777229284656
444,-12.544497853899509,8.86219186043694,-2.798825438177648
445,-12.549018855845354,8.858102884428629,-2.8017586359418076
446,-12.555787044725458,8.854074988331027,-2.805466636306089
447,-12.571190552820669,8.842701111818084,-2.7984952922187816
448,-12.575785975781159,8.835227467867131,-2.7960622677151594
449,-12.577690413938303,8.828624187103014,-2.794857328895678
450,-12.597079346886417,8.815995144026404,-2.7937558451865208
451,-12.616832436714141,8.804194814527692,-2.77223349663001
452,-12.64343992339325,8.800747243655197,-2.7506491063620526
453,-12.633686510251,8.78202319581477,-2.733940444896156
454,-12.648198917881428,8.772235873117058,-2.724956728480487
455,-12.655375284072687,8.75408614308289,-2.7271846891634475
456,-12.660777460840743,8.740142219069963,-2.705611541040302
457,-12.679387565239674,8.724199490324718,-2.6982187998083362
458,-12.682206473085408,8.712250346289698,-2.6977632125240363
459,-12.686253884574464,8.718817053631648,-2.693610885903296
460,-12.68836457734039,8.720639321655218,-2.6929086589228257
461,-12.69179845034381,8.731007168349125,-2.6854267413231945
462,-12.720411270277616,8.739425148654492,-2.6583331270470314
463,-12.73653262578576,8.725924411574583,-2.650802507594715
464,-12.748185106227586,8.702370415345172,-2.6311092115869927
465,-12.766704304231215,8.695942421361408,-2.621941189651205
466,-12.776617090868124,8.68887578642664,-2.6106854597225673
467,-12.781681088355873,8.684906777230536,-2.6120128263717937
468,-12.804260730225161,8.667332525352014,-2.590380656281158
469,-12.801466873105383,8.665043388620344,-2.5821779955128887
470,-12.810956623073395,8.64492621963335,-2.5529192603177946
471,-12.814692420269948,8.633408906649876,-2.5524373901192217
472,-12.822052665670341,8.624869507958545,-2.569621304261243
473,-12.827512875386235,8.612951191450609,-2.566981983621268
474,-12.867053283736592,8.589035521639744,-2.542408418661239
475,-12.904704676780138,8.580693190020039,-2.5114111844782023
476,-12.907017412265365,8.566836456256649,-2.5091696051247556
477,-12.913794876650982,8.54407123409238,-2.4562457287572625
478,-12.924832879736458,8.512691576371633,-2.448993437093587
479,-12.919850071462813,8.500262508429822,-2.438059531576741
480,-12.919932211960106,8.497652220499997,-2.43705869408157
481,-12.922105430273689,8.498444735501328,-2.438464554896999
482,-12.935962738652348,8.482813485385511,-2.436769189614335
483,-12.978427139603214,8.447634893994117,-2.420422923803307
484,-13.039801146199949,8.405043807332914,-2.3860398447648903
485,-13.042325450478204,8.364504898935513,-2.3600498286825835
486,-13.049131434193741,8.341446133195774,-2.355249350094007
487,-13.062516412981884,8.315533334578673,-2.3593540752234268
488,-13.068414046698555,8.289672035009797,-2.3584683888232836
489,-13.103187612520152,8.235289788804742,-2.356156176401539
490,-13.132969804259268,8.18458813739287,-2.3522801320299216
491,-13.175382417001037,8.149910961379625,-2.3451566962729165
492,-13.240543045249275,8.131356532336493,-2.3243399974824284
493,-13.262307177012483,8.118483808916226,-2.322277438794958
494,-13.274993610779283,8.10833505721133,-2.315094986840398
495,-13.294391076678883,8.069728608566384,-2.3133137752331545
496,-13.317153027529317,8.028707812045344,-2.3145166489322886
497,-13.341203147461147,7.999087113617099,-2.3047263909180677
498,-13.357962032811203,7.971229005825934,-2.302405268511895
